exam_score,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
59.7,21,other,b.tech,2.94,67.5,yes,9.9,good,self-study,high,easy
80.2,19,other,bca,6.75,85.4,yes,5.8,poor,online videos,medium,moderate
32.5,18,female,b.com,0.45,52.9,yes,4.6,poor,online videos,high,hard
68.3,19,female,b.tech,5.13,87.0,yes,4.9,poor,online videos,medium,moderate
42.2,21,other,ba,1.89,90.5,yes,6.4,good,online videos,low,moderate
30.5,19,male,bba,0.62,62.0,yes,5.1,poor,group study,high,easy
46.6,24,other,b.sc,0.08,81.3,yes,9.2,good,group study,medium,moderate
55.0,17,female,bba,1.33,58.3,yes,4.9,good,coaching,high,easy
38.2,24,female,bba,0.09,47.6,no,8.4,good,online videos,medium,easy
81.5,20,male,bba,6.58,76.8,yes,5.9,average,group study,high,moderate
74.4,24,male,bba,6.28,93.5,yes,9.8,poor,self-study,medium,moderate
47.5,22,male,bca,1.85,48.9,yes,9.2,good,group study,high,moderate
47.8,17,female,b.com,2.12,59.3,yes,9.8,poor,online videos,low,moderate
90.4,20,other,b.sc,7.71,77.9,yes,7.4,poor,online videos,high,easy
97.9,23,female,b.tech,7.44,93.1,yes,8.1,good,self-study,medium,hard
89.6,22,female,b.tech,4.41,79.1,yes,8.7,average,coaching,medium,hard
62.2,24,other,ba,4.13,88.4,yes,9.8,average,online videos,high,moderate
42.0,18,female,bba,0.84,53.1,yes,7.7,poor,online videos,medium,moderate
70.3,18,female,b.sc,4.76,52.1,yes,8.3,good,mixed,low,easy
79.1,19,female,b.sc,5.48,50.1,yes,8.9,good,group study,medium,easy
22.9,19,female,bca,0.71,94.4,no,5.2,poor,group study,low,moderate
77.6,23,female,ba,4.07,76.1,yes,4.2,good,coaching,low,easy
33.9,19,female,ba,0.26,49.5,yes,7.2,good,group study,low,hard
70.4,17,female,b.sc,6.15,48.7,yes,5.5,poor,coaching,low,moderate
52.2,22,other,ba,0.42,81.5,yes,8.6,good,online videos,medium,easy
67.1,18,female,b.sc,3.3,92.6,yes,9.7,poor,group study,low,moderate
81.8,17,female,bca,7.27,70.2,yes,6.3,poor,coaching,low,hard
74.7,23,other,bca,6.12,88.3,yes,7.0,good,group study,low,moderate
78.9,21,other,diploma,5.69,65.3,yes,6.3,good,mixed,medium,moderate
80.9,23,female,bba,6.69,75.1,yes,5.3,average,coaching,low,easy
78.9,19,male,b.sc,7.22,72.4,no,8.7,poor,group study,medium,moderate
42.0,24,other,b.sc,1.16,68.8,yes,8.2,poor,mixed,medium,moderate
70.1,22,male,b.com,0.94,95.7,yes,7.2,good,online videos,high,hard
100.0,22,other,ba,6.84,99.4,yes,9.7,average,coaching,medium,easy
64.7,22,female,bca,2.33,88.6,yes,4.3,average,self-study,high,easy
63.1,24,female,bca,2.25,89.7,yes,5.7,good,self-study,medium,easy
88.2,18,male,b.sc,7.35,83.7,yes,9.1,average,mixed,high,hard
87.7,21,other,bca,7.65,71.3,yes,5.6,poor,group study,medium,moderate
42.4,19,female,b.tech,3.92,48.1,yes,5.2,poor,mixed,medium,easy
26.8,21,female,ba,1.12,72.5,yes,5.3,poor,online videos,high,moderate
49.4,21,female,bba,2.44,94.9,no,8.1,good,online videos,medium,moderate
100.0,18,female,b.tech,7.19,53.3,yes,9.3,average,coaching,high,moderate
88.4,21,female,diploma,7.03,46.4,yes,7.4,good,coaching,medium,hard
61.5,24,other,bba,1.35,84.6,yes,5.9,good,coaching,medium,hard
70.5,17,other,b.com,5.24,86.3,yes,5.4,average,mixed,medium,moderate
38.4,21,male,b.tech,1.49,66.5,no,6.4,poor,group study,low,moderate
73.8,18,male,bca,3.91,73.2,yes,7.5,good,online videos,high,moderate
44.5,20,female,diploma,5.85,65.0,yes,8.9,poor,self-study,low,moderate
81.9,17,female,ba,7.43,82.9,no,6.9,average,coaching,low,moderate
60.0,20,male,b.sc,7.34,47.5,yes,7.7,poor,group study,low,moderate
100.0,17,female,bba,7.91,99.4,yes,8.2,good,mixed,medium,moderate
65.9,20,male,b.tech,5.72,71.3,yes,8.5,average,online videos,low,moderate
60.8,17,other,b.tech,5.53,89.6,yes,5.4,average,self-study,low,moderate
77.4,24,female,b.sc,6.15,63.9,yes,6.5,poor,mixed,high,easy
68.1,19,female,bca,0.78,95.0,yes,9.4,good,online videos,low,easy
48.9,23,male,ba,5.01,61.6,yes,4.5,average,group study,low,easy
64.4,17,male,b.com,5.61,62.2,yes,9.6,average,online videos,medium,hard
63.4,17,male,diploma,2.98,73.2,yes,6.5,good,self-study,medium,moderate
66.1,17,other,ba,3.21,77.5,no,7.1,poor,group study,high,hard
41.2,17,female,b.tech,3.93,46.3,yes,4.1,good,online videos,high,easy
32.4,19,female,b.tech,0.48,67.2,no,5.4,average,coaching,low,moderate
92.7,22,male,bba,5.64,98.4,yes,7.8,good,mixed,low,easy
62.7,19,other,b.com,6.99,49.7,no,6.6,average,self-study,low,moderate
89.5,21,female,bca,6.41,57.0,yes,4.8,average,coaching,high,moderate
71.3,21,female,b.com,6.11,85.1,yes,8.9,good,coaching,high,hard
56.9,23,male,b.sc,3.52,44.9,yes,5.4,average,mixed,low,moderate
41.3,22,other,b.sc,2.6,71.5,yes,6.0,good,online videos,low,moderate
46.8,18,male,bca,1.33,84.6,yes,5.0,good,online videos,low,easy
33.2,22,female,ba,2.59,40.9,yes,9.8,poor,self-study,high,easy
39.4,21,female,b.tech,1.46,80.0,no,6.5,average,coaching,low,hard
57.6,18,female,b.sc,7.02,59.4,yes,8.3,good,mixed,low,moderate
48.3,17,male,diploma,2.2,55.4,no,4.5,poor,coaching,low,moderate
37.9,20,other,b.sc,3.19,44.5,yes,8.9,average,self-study,low,moderate
61.8,17,female,diploma,0.29,98.5,no,8.2,poor,coaching,high,moderate
59.8,19,male,b.tech,1.82,83.8,yes,6.1,average,self-study,high,hard
63.9,18,other,bca,3.75,69.3,yes,9.1,good,mixed,high,moderate
57.3,19,other,bca,2.57,84.8,yes,4.6,poor,online videos,medium,easy
79.0,18,other,bca,7.35,97.4,yes,6.5,average,group study,medium,easy
24.8,24,other,diploma,0.68,52.7,yes,9.7,average,self-study,high,easy
55.0,19,female,b.sc,6.1,58.5,yes,8.9,poor,coaching,medium,easy
84.3,17,male,b.tech,4.92,81.1,yes,9.1,average,coaching,high,moderate
47.9,18,other,diploma,4.59,55.2,yes,4.4,poor,self-study,low,moderate
46.9,24,other,bca,0.28,98.8,no,8.3,average,online videos,medium,moderate
44.9,24,male,diploma,1.71,41.2,no,7.0,poor,mixed,high,moderate
55.8,23,other,diploma,4.27,54.0,yes,7.5,good,mixed,medium,moderate
37.1,19,other,bca,0.5,66.8,no,5.8,good,online videos,low,moderate
89.1,17,other,b.tech,6.85,86.1,yes,9.2,poor,group study,low,moderate
86.4,24,female,bba,6.36,82.6,yes,9.8,average,coaching,low,hard
27.0,23,female,b.sc,0.66,47.6,yes,5.2,good,self-study,low,moderate
99.2,19,other,bca,3.41,92.5,yes,9.9,average,coaching,medium,easy
49.5,19,female,b.com,2.12,48.3,yes,6.6,average,group study,high,moderate
89.7,19,female,b.tech,6.66,69.2,yes,8.3,average,self-study,medium,hard
38.4,21,male,b.sc,4.81,45.2,yes,6.6,average,group study,medium,moderate
45.6,22,female,diploma,1.44,67.6,yes,6.8,poor,group study,high,moderate
68.7,23,female,b.com,3.22,95.1,yes,7.0,average,online videos,medium,moderate
63.7,21,female,b.tech,2.39,73.5,yes,7.6,poor,mixed,high,moderate
64.0,21,male,b.tech,2.98,74.3,no,6.6,poor,mixed,high,moderate
85.8,23,other,b.tech,5.54,86.3,yes,8.7,good,coaching,medium,easy
57.7,19,other,diploma,2.41,41.8,yes,7.5,average,coaching,medium,moderate
54.0,17,male,diploma,0.84,89.0,yes,8.3,average,self-study,high,moderate
25.3,20,female,b.tech,1.15,42.5,yes,5.4,poor,coaching,medium,hard
47.0,21,female,bca,0.67,51.4,yes,9.0,poor,coaching,low,moderate
56.3,20,other,b.com,1.5,91.8,yes,8.4,poor,group study,high,moderate
55.5,21,female,b.sc,3.89,56.3,no,7.7,average,group study,high,moderate
22.5,18,male,b.sc,0.35,48.8,yes,5.3,poor,mixed,high,moderate
66.2,22,female,ba,1.02,90.2,yes,9.6,average,online videos,high,moderate
60.5,19,female,diploma,1.98,66.0,yes,6.0,average,mixed,high,moderate
60.5,19,male,bba,0.24,95.9,yes,8.1,poor,online videos,high,easy
76.1,17,other,diploma,3.49,82.1,yes,5.6,poor,coaching,medium,moderate
62.0,17,female,bba,4.17,43.5,yes,5.8,good,group study,high,moderate
74.5,24,male,ba,3.47,96.9,yes,5.9,poor,mixed,medium,moderate
72.1,19,other,b.sc,1.24,71.0,yes,6.7,good,coaching,medium,easy
47.6,20,other,bca,1.95,47.3,yes,5.2,average,coaching,high,hard
87.0,19,other,bca,4.87,63.5,yes,6.2,poor,group study,high,moderate
39.9,22,male,b.com,1.2,58.1,yes,4.3,average,mixed,low,hard
59.1,22,male,diploma,6.43,40.6,yes,8.8,poor,group study,low,moderate
86.5,21,female,bca,5.41,95.0,yes,6.1,average,coaching,medium,hard
60.5,24,other,b.sc,7.72,64.9,yes,6.1,average,online videos,medium,hard
43.8,18,female,b.com,1.75,45.1,yes,8.9,average,group study,medium,easy
36.6,22,other,bca,2.94,76.6,yes,6.9,poor,group study,low,hard
100.0,24,male,bba,7.67,62.8,yes,9.9,average,mixed,medium,hard
30.1,21,male,b.tech,0.19,81.1,yes,7.8,poor,mixed,medium,moderate
90.0,23,female,b.sc,7.36,87.4,yes,7.2,good,online videos,medium,moderate
62.6,17,male,bba,5.71,89.1,yes,6.0,average,online videos,low,moderate
78.7,17,other,bba,5.97,81.9,yes,9.0,poor,group study,medium,easy
73.8,23,female,diploma,3.3,99.0,yes,8.2,good,coaching,high,moderate
57.0,19,male,ba,4.75,72.6,yes,6.8,average,group study,medium,moderate
64.7,20,other,bba,4.67,41.7,yes,6.4,average,self-study,low,moderate
70.8,24,female,bca,3.26,89.9,yes,6.2,average,coaching,medium,moderate
47.4,22,male,ba,3.13,88.6,yes,6.2,average,online videos,low,moderate
73.6,20,female,bba,2.83,81.0,yes,4.7,good,coaching,low,easy
57.0,24,other,ba,5.3,64.1,yes,7.7,good,group study,medium,moderate
76.6,24,male,ba,5.86,79.4,yes,7.6,poor,coaching,medium,easy
73.0,22,female,b.sc,4.1,86.2,no,8.6,average,mixed,high,hard
83.8,19,female,b.com,5.94,63.3,yes,5.8,average,group study,high,moderate
34.2,23,other,b.com,0.98,54.0,yes,9.8,average,self-study,high,moderate
70.0,22,female,b.tech,3.48,73.4,yes,8.7,average,mixed,high,easy
46.3,22,female,diploma,0.7,97.7,yes,9.1,poor,online videos,medium,moderate
68.0,20,other,diploma,6.08,88.4,yes,5.5,poor,mixed,high,hard
60.8,23,male,bca,2.27,65.0,yes,9.2,good,coaching,low,easy
53.3,20,other,diploma,3.82,69.2,yes,5.9,average,mixed,high,moderate
72.0,20,other,bba,5.02,55.8,yes,5.9,average,self-study,medium,hard
70.1,21,other,b.tech,4.12,53.3,no,7.7,good,mixed,medium,hard
83.6,21,female,b.sc,5.06,95.8,yes,7.4,average,group study,low,moderate
69.2,20,other,b.sc,4.87,92.8,no,4.2,good,self-study,medium,moderate
65.7,17,female,ba,4.33,45.2,yes,4.6,poor,self-study,high,easy
71.4,23,female,b.tech,1.63,83.8,yes,8.7,good,self-study,medium,easy
68.0,18,other,bba,6.44,98.2,yes,5.8,average,self-study,medium,hard
90.3,19,female,bca,4.15,94.7,yes,6.1,good,coaching,high,easy
77.4,24,female,diploma,4.01,81.9,yes,9.0,good,self-study,medium,easy
76.2,17,other,b.tech,5.51,78.1,yes,8.3,poor,online videos,high,hard
79.1,22,female,bba,7.56,54.9,yes,9.7,average,self-study,high,easy
74.1,18,female,bca,0.7,77.8,yes,6.4,good,coaching,high,moderate
68.1,18,female,diploma,3.12,90.4,yes,4.7,good,mixed,medium,easy
90.6,24,female,bca,4.36,87.2,yes,9.2,average,coaching,high,easy
53.7,18,other,diploma,4.09,52.6,no,4.1,poor,online videos,medium,easy
89.3,20,other,bca,7.65,92.5,yes,8.7,average,online videos,medium,easy
51.7,22,other,b.tech,4.13,43.7,yes,9.4,good,self-study,low,moderate
71.1,22,male,b.com,2.32,98.2,yes,4.7,good,mixed,high,hard
41.4,22,other,b.com,0.86,84.5,yes,6.3,poor,online videos,high,easy
70.4,23,female,b.com,1.38,86.9,no,8.8,good,group study,high,moderate
60.5,19,female,diploma,3.88,75.3,yes,8.0,poor,group study,medium,easy
54.1,17,other,bca,3.08,44.9,yes,9.3,good,mixed,high,easy
59.4,24,other,b.sc,2.14,67.7,yes,7.3,poor,online videos,medium,moderate
59.9,21,other,b.tech,2.68,55.0,yes,5.6,average,mixed,low,hard
64.4,18,male,bca,6.94,64.9,yes,7.0,poor,mixed,medium,moderate
64.1,21,female,b.sc,0.6,89.1,yes,7.9,average,coaching,low,easy
81.3,24,female,b.com,5.9,54.6,yes,7.9,average,mixed,medium,moderate
54.3,18,female,b.com,0.77,82.7,yes,4.7,good,self-study,low,moderate
69.2,22,male,b.com,0.93,62.9,yes,5.0,good,mixed,high,easy
63.6,22,male,ba,1.97,63.0,yes,9.7,poor,mixed,medium,moderate
45.3,19,other,b.sc,0.29,72.6,yes,4.7,average,mixed,high,easy
65.8,24,male,diploma,4.43,55.1,yes,7.5,average,mixed,medium,easy
78.1,23,other,b.tech,6.29,93.7,yes,6.3,good,online videos,high,moderate
48.8,22,male,bba,5.3,66.1,no,8.6,average,self-study,low,moderate
60.0,21,male,bba,3.69,96.8,yes,9.2,average,coaching,low,moderate
56.2,18,other,ba,3.85,52.1,yes,7.0,average,mixed,medium,moderate
40.1,17,male,ba,2.35,68.8,no,4.3,poor,group study,medium,hard
82.2,18,male,b.tech,6.73,66.4,yes,8.2,average,online videos,high,easy
79.9,23,female,b.tech,7.18,84.7,yes,9.1,good,group study,medium,hard
79.2,23,male,bca,3.99,86.9,no,6.3,poor,online videos,high,moderate
53.0,23,male,diploma,5.65,80.4,yes,5.1,average,online videos,low,moderate
52.3,23,female,diploma,4.12,47.6,yes,4.1,average,self-study,medium,easy
41.7,23,other,bba,2.3,67.8,yes,6.0,good,group study,medium,easy
89.6,23,other,bca,4.15,86.2,yes,4.1,average,mixed,medium,easy
70.7,24,male,diploma,0.54,96.0,yes,4.9,good,online videos,low,easy
79.7,20,male,b.sc,4.26,65.7,yes,9.4,good,self-study,low,moderate
57.5,21,male,b.tech,2.29,82.0,yes,6.1,average,online videos,high,easy
31.5,20,other,bba,2.11,59.4,yes,6.3,poor,coaching,medium,moderate
58.8,17,male,b.tech,4.37,79.0,yes,4.2,poor,group study,low,moderate
72.3,18,other,ba,3.32,87.0,yes,9.7,poor,online videos,low,easy
49.7,19,male,b.tech,4.65,61.5,yes,8.7,poor,self-study,low,hard
61.7,23,female,ba,6.94,72.7,no,9.9,poor,self-study,medium,hard
48.6,22,other,b.sc,2.46,81.1,yes,6.7,average,online videos,medium,moderate
75.2,23,male,b.tech,6.48,73.3,yes,4.9,poor,self-study,medium,easy
46.3,21,female,b.com,1.73,46.6,yes,7.3,average,coaching,low,hard
40.8,21,male,b.com,3.97,46.1,yes,6.2,poor,online videos,high,hard
71.8,20,other,b.tech,2.89,97.9,yes,8.2,good,coaching,low,moderate
74.8,22,other,b.tech,5.38,88.8,yes,4.9,average,online videos,high,moderate
65.5,17,other,bca,5.7,63.1,yes,5.4,good,mixed,high,moderate
59.8,23,female,diploma,3.0,80.9,yes,8.6,average,mixed,low,easy
56.0,23,female,ba,6.4,67.6,yes,7.7,average,group study,low,hard
63.5,20,female,ba,4.92,56.5,yes,4.2,average,group study,medium,hard
61.0,17,female,b.tech,1.16,77.1,yes,9.2,average,mixed,medium,moderate
84.8,24,male,b.tech,7.1,53.2,yes,7.0,poor,mixed,medium,moderate
74.5,21,female,bca,7.0,41.7,yes,8.7,poor,online videos,medium,moderate
71.9,20,female,diploma,6.22,85.6,yes,8.7,good,group study,high,easy
82.1,24,female,b.tech,5.06,98.8,yes,4.2,average,group study,high,hard
83.9,18,other,b.tech,4.12,97.2,yes,9.5,good,coaching,low,easy
69.4,24,female,diploma,4.59,48.9,yes,7.8,poor,online videos,high,moderate
44.0,20,female,diploma,0.34,59.8,yes,9.2,good,self-study,high,moderate
63.0,24,male,bba,4.78,53.0,yes,8.4,average,online videos,medium,moderate
59.4,19,male,ba,6.1,57.0,yes,5.1,poor,self-study,medium,hard
49.6,24,female,ba,0.99,75.6,yes,8.1,poor,self-study,high,moderate
86.2,22,other,ba,5.25,94.3,yes,9.1,good,coaching,medium,easy
68.8,24,female,bca,4.3,82.0,yes,5.2,average,mixed,low,easy
100.0,19,male,b.tech,5.14,96.6,yes,6.0,good,group study,high,moderate
58.4,24,other,b.com,5.01,51.9,yes,7.2,average,coaching,high,moderate
48.0,21,female,ba,0.57,62.2,yes,9.2,good,group study,high,hard
42.7,17,other,ba,0.09,58.5,yes,9.8,poor,mixed,high,easy
66.0,23,male,ba,2.24,64.2,yes,6.1,good,mixed,high,easy
68.1,19,female,b.tech,5.53,61.7,yes,6.9,poor,coaching,medium,easy
30.0,23,male,b.com,1.2,45.4,yes,6.8,good,coaching,low,moderate
61.9,19,female,bba,4.44,84.4,yes,6.3,poor,group study,high,hard
61.4,23,female,ba,4.62,72.8,yes,4.1,poor,mixed,high,easy
54.6,21,male,diploma,6.42,43.4,yes,4.6,poor,group study,low,moderate
64.2,24,other,b.com,3.67,87.5,yes,9.5,poor,online videos,medium,easy
82.4,18,female,ba,6.03,96.3,yes,9.1,poor,online videos,low,moderate
93.7,21,male,bca,4.9,75.6,no,7.9,good,mixed,medium,hard
54.1,24,female,diploma,5.05,52.0,yes,6.6,average,mixed,medium,easy
58.2,23,other,b.sc,2.18,99.3,yes,9.3,poor,group study,medium,moderate
68.5,24,female,b.tech,6.79,49.3,no,8.8,good,group study,low,moderate
65.4,24,other,b.tech,2.64,74.6,yes,9.2,average,mixed,medium,easy
89.3,18,male,diploma,6.92,85.6,yes,6.8,average,online videos,high,moderate
63.9,24,other,b.com,0.08,88.5,yes,8.4,good,coaching,high,moderate
69.6,23,male,diploma,4.68,92.9,no,8.5,average,online videos,high,moderate
61.3,19,male,diploma,3.98,41.8,yes,7.6,good,group study,low,moderate
68.5,18,other,diploma,7.09,44.5,yes,4.2,poor,coaching,low,moderate
71.9,24,other,bba,3.27,41.5,yes,6.4,good,online videos,high,moderate
30.5,17,male,b.sc,1.33,46.4,no,6.2,average,self-study,low,hard
61.1,23,other,b.sc,2.56,92.3,no,7.3,average,coaching,low,hard
76.1,21,other,ba,6.72,73.3,yes,8.2,average,online videos,medium,easy
56.3,20,male,bba,4.22,46.7,yes,9.5,good,self-study,medium,moderate
42.8,23,male,diploma,3.89,55.3,yes,4.6,poor,group study,low,moderate
58.6,24,female,b.tech,5.48,69.1,yes,5.9,average,self-study,medium,easy
85.3,19,male,b.com,7.44,44.7,yes,4.6,good,mixed,low,moderate
45.8,17,female,bba,1.29,59.5,no,8.3,good,mixed,high,hard
72.8,20,female,bca,6.41,94.5,yes,6.2,average,online videos,low,easy
51.6,20,other,diploma,3.81,69.5,yes,5.3,poor,coaching,medium,moderate
53.4,22,other,ba,0.08,95.9,yes,4.9,good,coaching,medium,hard
46.9,21,other,b.com,3.28,47.6,yes,8.8,poor,online videos,medium,easy
58.3,17,male,bba,7.91,40.6,no,5.0,poor,mixed,low,hard
42.4,23,other,b.sc,2.2,60.6,yes,5.7,good,online videos,medium,easy
56.8,19,other,b.tech,4.53,51.9,yes,6.3,average,online videos,high,moderate
97.6,21,other,b.com,7.91,59.5,yes,9.4,average,online videos,high,moderate
40.8,21,male,b.sc,6.6,42.0,yes,4.8,good,group study,low,easy
80.3,20,other,b.com,5.39,98.8,yes,6.7,poor,mixed,low,easy
74.0,19,female,bca,7.64,78.5,yes,4.5,average,mixed,medium,moderate
37.5,23,other,bba,0.7,56.1,yes,6.4,average,group study,medium,moderate
79.2,22,male,diploma,6.5,67.6,yes,6.0,good,online videos,medium,moderate
46.7,17,male,bca,4.15,46.4,yes,4.5,good,online videos,low,moderate
45.3,20,other,b.sc,1.9,43.1,yes,9.9,good,self-study,low,moderate
90.7,19,other,b.com,6.2,96.8,no,8.6,good,coaching,low,easy
60.1,18,other,diploma,0.17,81.1,yes,9.4,good,mixed,low,moderate
39.8,19,female,b.com,3.59,68.9,yes,5.0,good,self-study,high,hard
63.4,20,male,bba,0.71,95.0,yes,8.6,good,mixed,high,easy
59.2,17,female,bba,4.87,84.5,no,7.1,average,online videos,medium,moderate
56.6,20,male,bca,4.7,91.9,yes,9.7,poor,self-study,low,hard
50.6,21,other,b.com,0.18,92.0,yes,9.8,poor,mixed,medium,moderate
68.3,21,male,b.com,3.72,99.2,yes,5.9,good,self-study,low,hard
34.5,20,female,diploma,3.18,42.9,yes,7.6,poor,coaching,low,moderate
54.7,17,other,b.com,4.12,66.4,yes,5.3,good,self-study,medium,moderate
64.8,24,other,bba,3.98,66.9,no,7.0,poor,self-study,high,moderate
70.1,23,male,bca,3.45,47.7,no,6.5,good,mixed,medium,moderate
96.2,17,male,b.com,6.45,69.9,yes,4.5,poor,online videos,medium,moderate
65.0,23,other,ba,0.69,60.0,yes,4.8,good,mixed,high,hard
54.4,24,male,bba,6.65,43.3,yes,5.8,average,self-study,high,easy
100.0,20,male,ba,7.4,81.6,yes,5.2,good,mixed,medium,hard
65.0,22,female,diploma,3.21,71.4,no,9.8,good,self-study,medium,moderate
43.7,23,male,ba,1.18,57.6,yes,9.4,good,self-study,medium,moderate
70.9,20,other,b.sc,6.63,45.4,yes,9.3,average,group study,medium,easy
65.8,18,male,b.sc,2.73,55.6,yes,9.7,good,group study,medium,moderate
60.9,18,male,b.com,3.71,41.6,no,5.9,average,coaching,medium,moderate
49.8,18,other,b.sc,4.1,61.4,no,4.7,poor,mixed,medium,moderate
67.3,17,male,b.com,5.92,58.7,yes,5.7,average,self-study,high,moderate
58.7,23,female,bca,1.45,64.6,yes,9.8,average,mixed,high,easy
82.3,24,female,ba,5.36,64.2,yes,9.4,good,online videos,high,hard
90.5,18,female,b.tech,3.48,93.2,yes,9.7,average,coaching,low,hard
55.1,23,other,bca,3.23,64.4,yes,4.5,good,group study,high,easy
58.0,21,male,bca,1.86,76.6,yes,9.5,poor,coaching,low,moderate
66.3,23,male,b.com,4.29,96.3,yes,4.8,average,mixed,low,moderate
32.8,17,male,b.tech,0.27,69.7,no,6.7,poor,online videos,low,moderate
97.6,22,female,ba,7.17,84.7,yes,5.1,poor,coaching,low,moderate
46.8,17,male,bba,3.19,85.3,yes,7.3,average,group study,low,easy
81.6,24,male,b.com,7.21,86.7,yes,6.1,poor,online videos,medium,moderate
56.9,18,other,diploma,2.76,93.6,yes,5.0,poor,group study,high,moderate
100.0,23,female,ba,4.94,83.4,yes,9.7,average,coaching,medium,hard
57.9,18,other,b.sc,6.61,44.6,yes,4.6,average,coaching,low,moderate
59.7,18,female,bba,3.11,84.5,yes,9.4,good,online videos,low,easy
36.6,18,female,bba,0.12,65.7,yes,5.6,poor,coaching,low,hard
68.0,24,other,bca,1.94,97.9,no,9.7,good,group study,low,moderate
78.9,19,other,ba,6.22,93.2,yes,8.8,average,online videos,medium,easy
55.1,18,male,diploma,5.23,42.4,yes,6.1,poor,self-study,low,moderate
94.5,17,male,bca,7.42,92.1,yes,7.4,good,online videos,medium,moderate
43.1,20,male,bca,0.17,91.5,no,7.8,average,online videos,low,moderate
54.8,23,other,bba,1.75,61.8,yes,5.8,good,online videos,medium,moderate
83.6,22,female,bca,6.24,58.8,yes,9.7,poor,self-study,high,moderate
57.3,22,male,bca,2.21,84.5,yes,6.6,average,self-study,high,moderate
57.8,18,other,bca,5.76,83.7,yes,4.2,poor,self-study,medium,easy
78.5,18,female,bca,6.41,78.3,no,8.0,good,online videos,medium,hard
51.7,19,female,b.com,5.45,42.5,yes,6.9,poor,mixed,medium,hard
43.4,23,male,b.tech,1.72,71.3,yes,4.7,poor,online videos,low,moderate
72.6,23,male,bba,4.3,72.3,yes,7.1,poor,coaching,high,moderate
80.3,23,female,bba,6.78,58.7,yes,5.6,average,self-study,medium,easy
69.4,21,female,bba,5.97,48.3,yes,5.9,good,mixed,low,moderate
53.2,23,male,bba,2.21,78.1,yes,8.3,good,mixed,medium,easy
60.6,22,other,ba,4.36,62.7,no,7.5,good,mixed,medium,moderate
19.599,20,other,b.sc,0.4,46.7,yes,7.5,average,online videos,low,moderate
39.2,23,other,bca,0.77,53.6,yes,9.9,poor,self-study,high,moderate
22.5,21,male,diploma,0.16,48.3,yes,9.5,poor,mixed,medium,moderate
